,Id,Price_main,Price_for_m2,Address,district,area,rooms,floor,build_year
889,3900373934.0,81000,756.0,"Вишняківська вулиця, 7-А",Дарницький,107.1,4,14,2000.0
890,4232069826.0,58000,1321.0,"вулиця Мрії, 4",Шевченківський,43.9,2,4,1959.0
891,3861241081.0,148000,3524.0,"бульвар Тадея Рильського, 10",Голосіївський,42.0,1,6,2024.0
892,4242585517.0,370000,1213.0,"вулиця Миколи Пимоненка, 19",Шевченківський,305.0,5,24,2021.0
894,4235885980.0,64990,1401.0,"Милославська вулиця, 45",Деснянський,46.4,1,8,2005.0
895,4254398818.0,309000,2207.0,"Дмитрівська вулиця, 69",Шевченківський,140.0,3,11,2014.0
896,3827550270.0,60000,833.0,"Райдужна вулиця, 17",Дніпровський,72.0,3,4,1981.0
897,4195339376.0,99000,2475.0,"вулиця Всеволода Змієнка, 34/21",Подільський,40.0,1,20,2023.0
898,4241760545.0,82000,1367.0,"проспект Європейського Союзу, 80-Б",Подільський,60.0,3,6,1975.0
900,3421293446.0,600000,3922.0,"Звіринецька вулиця, 47",Печерський,153.0,4,8,2013.0
901,3851895207.0,440000,3860.0,"Оболонський проспект, 26",Оболонський,114.0,3,21,2020.0
902,2746341737.0,505000,2853.0,"вулиця Джона Маккейна, 7",Печерський,177.0,4,21,2017.0
903,3093226100.0,265000,2038.0,"Кудрявський узвіз, 3-Б",Шевченківський,130.0,3,6,2009.0
904,4223450615.0,55000,1375.0,"вулиця Сімʼї Кульженків, 37",Оболонський,40.0,1,20,2019.0
906,3944499959.0,220000,1375.0,"вулиця Раїси Окіпної, 4",Дніпровський,160.0,4,5,2005.0
907,3944511348.0,235000,1407.0,"вулиця Раїси Окіпної, 8",Дніпровський,167.0,4,3,2005.0
908,4183930958.0,88000,1600.0,"Велика Васильківська вулиця, 132",Голосіївський,55.0,2,7,1958.0
909,4164209595.0,82000,1217.0,"проспект Георгія Нарбута, 1-А",Дніпровський,67.4,2,18,2021.0
910,3702800848.0,140000,1667.0,"Набережно-Рибальська дорога, 5",Подільський,84.0,2,3,2021.0
911,4164209631.0,240000,1890.0,"вулиця Левка Лукʼяненка, 21к2",Оболонський,127.0,3,2,2005.0
912,4184083786.0,97000,1601.0,"бульвар Миколи Міхновського, 10-А",Печерський,60.6,2,8,1971.0
913,3816272673.0,65000,1448.0,"Конча-Заспинська вулиця, 12",Голосіївський,44.9,1,12,2014.0
914,4129705907.0,216000,2227.0,"Берестейський проспект, 42а",Шевченківський,97.0,3,12,2022.0
915,4248542204.0,115000,2949.0,"вулиця Вʼячеслава Чорновола, 27",Шевченківський,39.0,1,7,2013.0
916,3831353586.0,105000,1479.0,"проспект Соборності, 30",Дніпровський,71.0,2,29,2014.0
917,4133151977.0,129000,4300.0,"Музейний провулок, 8-Б",Печерський,30.0,1,1,1911.0
918,4179974294.0,67000,1093.0,"вулиця Івана Миколайчука, 13",Дніпровський,61.3,3,6,1969.0
919,4191610652.0,47990,923.0,"Бахмацька вулиця, 18",Святошинський,52.0,2,5,1977.0
921,4191889572.0,87000,1243.0,"вулиця Віктора Некрасова, 6",Подільський,70.0,2,25,2024.0
922,4153881276.0,84000,1180.0,"вулиця Симиренка, 29",Святошинський,71.2,3,8,1990.0
923,4154650526.0,45000,926.0,"Воскресенський проспект, 24",Дніпровський,48.6,3,2,1962.0
924,3652304796.0,115000,1235.0,"Срібнокільська вулиця, 1/2",Дарницький,93.1,4,10,1993.0
925,3220616366.0,295000,1578.0,"Дніпровська набережна, 19-А",Дарницький,187.0,4,21,2008.0
927,4166255428.0,970000,4254.0,"вулиця Дмитра Годзенка, 13",Печерський,228.0,4,5,2009.0
928,4167938206.0,45000,1175.0,"Космічна вулиця, 4",Дніпровський,38.3,1,9,1966.0
929,4032519881.0,52000,1130.0,"Новопольова вулиця, 101-А",Солом’янський,46.0,2,3,1965.0
930,3919801077.0,165000,2177.0,"Борисоглібська вулиця, 17/1",Подільський,75.8,2,3,1917.0
931,3585029763.0,98000,1107.0,"вулиця Івана Виговського, 10-Ж",Подільський,88.55,3,19,2020.0
934,3991533886.0,98812,1103.0,"Вишгородська вулиця, 45",Подільський,89.6,3,22,2015.0
935,3991550616.0,112700,1477.0,"Золотоустівська вулиця, 48/5",Шевченківський,76.3,3,9,1984.0
936,4032265197.0,450000,3574.0,"Буслівська вулиця, 12",Печерський,125.9,3,3,2018.0
937,3720502183.0,155000,3348.0,"вулиця Андрія Верхогляда, 14-А",Печерський,46.3,1,3,2019.0
938,3973473698.0,238000,1889.0,"Мокра вулиця, 16",Солом’янський,126.0,3,4,2011.0
939,3973039110.0,75000,1269.0,"Йорданська вулиця, 22",Оболонський,59.1,3,6,1973.0
940,4020509868.0,99000,2075.0,"вулиця Драгоманова, 38-А",Дарницький,47.7,1,9,2017.0
941,4041324224.0,85000,1700.0,"вулиця Драгоманова, 2-Б",Дарницький,50.0,1,23,2015.0
942,4001333036.0,50000,1042.0,"проспект Павла Тичини, 5",Дніпровський,48.0,2,9,1969.0
943,4000799394.0,275000,2500.0,"вулиця Михайла Максимовича, 26-Б",Голосіївський,110.0,3,9,2020.0
944,4003466112.0,65000,1444.0,"Дубровицька вулиця, 5",Оболонський,45.0,2,1,1972.0
945,3330472362.0,79500,1892.0,"вулиця Ревуцького, 40-В",Дарницький,42.03,1,16,2019.0
946,3645863949.0,61000,1949.0,"вулиця Вавилових, 11",Шевченківський,31.3,1,16,2024.0
948,3685439683.0,133000,2135.0,"Салютна вулиця, 2к8",Шевченківський,62.3,2,16,2021.0
949,3646627840.0,90000,1452.0,"Каховська вулиця, 56",Дніпровський,62.0,2,13,2020.0
950,3468368184.0,90000,1385.0,"Микільсько-Слобідська вулиця, 13",Дніпровський,65.0,1,18,2022.0
951,4021821403.0,5000000,18182.0,"вулиця Іоанна Павла II, 12",Печерський,275.0,4,21,2020.0
952,3771673862.0,58000,1444.0,проспект Європейського Союзу,Подільський,40.18,1,13,2025.0
954,3972739781.0,65000,1285.0,"Литовський проспект, 10",Оболонський,50.6,2,7,1971.0
955,4048998709.0,115000,1494.0,"вулиця Петра Болбочана, 4-А",Печерський,77.0,3,12,1983.0
956,3916082604.0,49000,1043.0,"вулиця Академіка Доброхотова, 6",Святошинський,47.0,2,4,1963.0
957,4044350334.0,790000,3835.0,"вулиця Андрія Верхогляда, 7",Печерський,206.0,4,25,2013.0
958,4044475320.0,55500,1814.0,"Лисогірський провулок, 20",Голосіївський,30.6,1,27,2021.0
960,4212040807.0,75000,949.0,"Братиславська вулиця, 13",Дніпровський,79.0,3,9,1989.0
961,4137169167.0,72600,1252.0,"вулиця Братів Чибінєєвих, 8-Г",Дарницький,58.0,2,25,2023.0
962,4192785503.0,155000,1940.0,"вулиця Миколи Голего, 5",Солом’янський,79.9,2,8,2005.0
963,4187197876.0,90000,2143.0,"вулиця Івана Виговського, 12-К",Подільський,42.0,1,11,2021.0
964,4208595345.0,130000,1150.0,"вулиця Олександри Екстер, 9",Деснянський,113.0,3,10,2010.0
965,4208653450.0,122000,1300.0,"вулиця Михайла Максимовича, 24-Г",Голосіївський,93.84,1,13,2025.0
966,4208980998.0,1300000,6500.0,"Бульварно-Кудрявська вулиця, 17",Шевченківський,200.0,5,10,2021.0
967,4180037477.0,69500,790.0,"вулиця Миколи Закревського, 5-А",Деснянський,88.0,4,8,1985.0
968,4207812079.0,73000,1553.0,"проспект Павла Тичини, 22-А",Дніпровський,47.0,2,3,1975.0
969,4136644256.0,230000,1322.0,"Провіантська вулиця, 3",Шевченківський,174.0,4,4,2003.0
970,4207403484.0,83500,1708.0,"Гарматна вулиця, 20",Солом’янський,48.9,1,15,2016.0
971,4132998371.0,81000,1723.0,"вулиця Академіка Лебедєва, 1",Голосіївський,47.0,1,6,2014.0
972,3220547057.0,1500000,5682.0,"Буслівська вулиця, 12",Печерський,264.0,5,3,2018.0
973,4115912860.0,63000,1432.0,"проспект Павла Тичини, 19",Дніпровський,44.0,2,6,1969.0
975,3799440115.0,145500,1323.0,"вулиця Олександра Мишуги, 8",Дарницький,110.0,3,6,2008.0
976,3062151297.0,245000,1960.0,"проспект Володимира Івасюка, 26-А",Оболонський,125.0,3,4,2007.0
977,3265334421.0,225000,2922.0,"Виноградний провулок, 1/11",Печерський,77.0,3,10,1967.0
978,3895903064.0,66000,1100.0,"проспект Георгія Нарбута, 1-А",Дніпровський,60.0,2,15,2021.0
979,4125915111.0,2000000,7273.0,"Голосіївський проспект, 60",Голосіївський,275.0,6,5,2015.0
981,4242132329.0,50000,1389.0,"вулиця Левка Лукʼяненка, 1",Оболонський,36.0,1,2,1975.0
982,4105640661.0,320000,4267.0,"вулиця Джона Маккейна, 7",Печерський,75.0,3,15,2017.0
983,4061278074.0,210000,4200.0,"вулиця Джона Маккейна, 7",Печерський,50.0,2,19,2017.0
984,3953319231.0,210000,3500.0,"вулиця Архітектора Городецького, 12/3",Печерський,60.0,1,4,1917.0
985,2635683610.0,995000,7654.0,"вулиця Івана Федорова, 2-А",Печерський,130.0,4,19,2019.0
987,3770652129.0,69990,1400.0,"Предславинська вулиця, 47",Печерський,50.0,2,4,1953.0
988,3400609979.0,325000,3066.0,"вулиця Джона Маккейна, 7",Печерський,106.0,3,19,2017.0
989,3972739781.0,65000,1285.0,"Литовський проспект, 10",Оболонський,50.6,2,7,1971.0
990,2927180699.0,125000,1667.0,"Берестейський проспект, 107",Святошинський,75.0,3,18,2002.0
991,2369087672.0,430000,3308.0,"Дніпровська набережна, 20-Б",Дарницький,130.0,4,25,2021.0
992,4235817393.0,390000,3000.0,"вулиця Рея Бредбері, 2",Голосіївський,130.0,3,25,2018.0
993,4236144870.0,120000,2454.0,"Воскресенська вулиця, 18",Дніпровський,48.9,1,18,2020.0
994,3999591258.0,77000,1525.0,"Моторний провулок, 9-А",Голосіївський,50.5,1,8,2013.0
996,4133151977.0,129000,4300.0,"Музейний провулок, 8-Б",Печерський,30.0,1,1,1911.0
997,4238888644.0,123000,1500.0,"бульвар Миколи Руденка, 14-Ж",Святошинський,82.0,2,10,2014.0
998,4239210700.0,240000,2490.0,"Берестейський проспект, 42а",Шевченківський,96.4,2,14,2022.0
999,4167938206.0,45000,1175.0,"Космічна вулиця, 4",Дніпровський,38.3,1,9,1966.0
1000,4175993171.0,165000,2895.0,"вулиця Левка Лукʼяненка, 21/19",Оболонський,57.0,1,17,2018.0
1002,4164154495.0,380000,2639.0,"вулиця Андрія Верхогляда, 16",Печерський,144.0,4,16,2013.0
1003,4000726643.0,76999,1674.0,"вулиця Юрія Шумського, 10",Дніпровський,46.0,2,4,1972.0
1004,4052651495.0,98998,1000.0,"Урлівська вулиця, 38-А",Дарницький,99.0,3,21,2012.0
1005,4115912860.0,63000,1432.0,"проспект Павла Тичини, 19",Дніпровський,44.0,2,6,1969.0
1006,4115588182.0,50900,1083.0,"вулиця Сірожупанників, 36",Дніпровський,47.0,2,2,1968.0
1008,4094713409.0,141000,3439.0,"вулиця Андрія Верхогляда, 14-А",Печерський,41.0,1,3,2019.0
1009,3944289332.0,140000,2985.0,"вулиця Академіка Заболотного, 1-А",Голосіївський,46.9,1,3,2021.0
1010,3779379250.0,151000,3179.0,"Мокра вулиця, 8-Б",Солом’янський,47.5,2,9,2024.0
1012,4028786453.0,99000,1904.0,"вулиця Сергія Колоса, 2-Г",Голосіївський,52.0,2,1,2015.0
1014,4032265197.0,450000,3574.0,"Буслівська вулиця, 12",Печерський,125.9,3,3,2018.0
1015,3720502183.0,155000,3348.0,"вулиця Андрія Верхогляда, 14-А",Печерський,46.3,1,3,2019.0
1016,4041324224.0,85000,1700.0,"вулиця Драгоманова, 2-Б",Дарницький,50.0,1,23,2015.0
